Series Name,Series Code,Country Name,Country Code,2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Income share held by lowest 20%,SI.DST.FRST.20,Qatar,QAT,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Romania,ROU,5.6,6,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Russian Federation,RUS,7.4,6.9,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Rwanda,RWA,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Samoa,WSM,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,San Marino,SMR,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Sao Tome and Principe,STP,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Saudi Arabia,SAU,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Senegal,SEN,..,7.3,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Serbia,SRB,6.6,7.1,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Seychelles,SYC,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Sierra Leone,SLE,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Singapore,SGP,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Sint Maarten (Dutch part),SXM,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Slovak Republic,SVK,9.1,9.1,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Slovenia,SVN,10.3,10.2,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Solomon Islands,SLB,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Somalia,SOM,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,South Africa,ZAF,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,South Sudan,SSD,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Spain,ESP,6,6.4,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Sri Lanka,LKA,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,St. Kitts and Nevis,KNA,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,St. Lucia,LCA,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,St. Martin (French part),MAF,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,St. Vincent and the Grenadines,VCT,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Sudan,SDN,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Suriname,SUR,..,..,5.9,..
Income share held by lowest 20%,SI.DST.FRST.20,Sweden,SWE,8.2,7.8,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Switzerland,CHE,7.5,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Syrian Arab Republic,SYR,..,..,9.2,..
Income share held by lowest 20%,SI.DST.FRST.20,Tajikistan,TJK,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Tanzania,TZA,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Thailand,THA,7.5,7.6,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Timor-Leste,TLS,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Togo,TGO,..,6.8,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Tonga,TON,..,9.3,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Trinidad and Tobago,TTO,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Tunisia,TUN,..,7.7,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Turkiye,TUR,5.3,5.2,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Turkmenistan,TKM,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Turks and Caicos Islands,TCA,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Tuvalu,TUV,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Uganda,UGA,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Ukraine,UKR,10,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,United Arab Emirates,ARE,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,United Kingdom,GBR,7.7,7.7,..,..
Income share held by lowest 20%,SI.DST.FRST.20,United States,USA,5.7,6.1,5.2,..
Income share held by lowest 20%,SI.DST.FRST.20,Uruguay,URY,5.7,5.7,5.6,..
Income share held by lowest 20%,SI.DST.FRST.20,Uzbekistan,UZB,..,..,7.2,..
Income share held by lowest 20%,SI.DST.FRST.20,Vanuatu,VUT,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,"Venezuela, RB",VEN,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Viet Nam,VNM,6.6,..,6.8,..
Income share held by lowest 20%,SI.DST.FRST.20,Virgin Islands (U.S.),VIR,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,West Bank and Gaza,PSE,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,"Yemen, Rep.",YEM,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Zambia,ZMB,..,..,3.9,..
Income share held by lowest 20%,SI.DST.FRST.20,Zimbabwe,ZWE,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Africa Eastern and Southern,AFE,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Africa Western and Central,AFW,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Arab World,ARB,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Caribbean small states,CSS,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Central Europe and the Baltics,CEB,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Early-demographic dividend,EAR,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,East Asia & Pacific,EAS,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,East Asia & Pacific (excluding high income),EAP,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Euro area,EMU,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Europe & Central Asia,ECS,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Europe & Central Asia (excluding high income),ECA,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,European Union,EUU,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Fragile and conflict affected situations,FCS,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Heavily indebted poor countries (HIPC),HPC,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,High income,HIC,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,IBRD only,IBD,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,IDA & IBRD total,IBT,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,IDA blend,IDB,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,IDA only,IDX,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,IDA total,IDA,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Late-demographic dividend,LTE,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Latin America & Caribbean,LCN,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Latin America & Caribbean (excluding high income),LAC,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Least developed countries: UN classification,LDC,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Low & middle income,LMY,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Low income,LIC,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Lower middle income,LMC,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Middle East & North Africa,MEA,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Middle East & North Africa (excluding high income),MNA,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Middle income,MIC,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,North America,NAC,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Not classified,INX,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,OECD members,OED,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Other small states,OSS,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Pacific island small states,PSS,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Post-demographic dividend,PST,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Pre-demographic dividend,PRE,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Small states,SST,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,South Asia,SAS,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,South Asia (IDA & IBRD),TSA,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Sub-Saharan Africa,SSF,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Upper middle income,UMC,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,World,WLD,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Afghanistan,AFG,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Albania,ALB,13.2,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Algeria,DZA,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,American Samoa,ASM,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Andorra,AND,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Angola,AGO,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Antigua and Barbuda,ATG,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Argentina,ARG,9.4,9.8,10.1,..
Income share held by second 20%,SI.DST.02ND.20,Armenia,ARM,14.3,13.8,13.6,..
Income share held by second 20%,SI.DST.02ND.20,Aruba,ABW,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Australia,AUS,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Austria,AUT,13.5,13.3,..,..
Income share held by second 20%,SI.DST.02ND.20,Azerbaijan,AZE,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,"Bahamas, The",BHS,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Bahrain,BHR,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Bangladesh,BGD,..,..,12.2,..
Income share held by second 20%,SI.DST.02ND.20,Barbados,BRB,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Belarus,BLR,14.5,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Belgium,BEL,14.5,14.4,..,..
Income share held by second 20%,SI.DST.02ND.20,Belize,BLZ,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Benin,BEN,..,11.9,..,..
Income share held by second 20%,SI.DST.02ND.20,Bermuda,BMU,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Bhutan,BTN,..,..,13.5,..
Income share held by second 20%,SI.DST.02ND.20,Bolivia,BOL,9.8,10.4,..,..
Income share held by second 20%,SI.DST.02ND.20,Bosnia and Herzegovina,BIH,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Botswana,BWA,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Brazil,BRA,8.7,7.5,7.7,..
Income share held by second 20%,SI.DST.02ND.20,British Virgin Islands,VGB,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Brunei Darussalam,BRN,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Bulgaria,BGR,10.9,11,..,..
Income share held by second 20%,SI.DST.02ND.20,Burkina Faso,BFA,..,11.2,..,..
Income share held by second 20%,SI.DST.02ND.20,Burundi,BDI,11.2,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Cabo Verde,CPV,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Cambodia,KHM,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Cameroon,CMR,..,9.6,..,..
Income share held by second 20%,SI.DST.02ND.20,Canada,CAN,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Cayman Islands,CYM,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Central African Republic,CAF,..,9.7,..,..
Income share held by second 20%,SI.DST.02ND.20,Chad,TCD,..,..,11,..
Income share held by second 20%,SI.DST.02ND.20,Channel Islands,CHI,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Chile,CHL,9.1,..,9.9,..
Income share held by second 20%,SI.DST.02ND.20,China,CHN,11,11.4,..,..
Income share held by second 20%,SI.DST.02ND.20,Colombia,COL,7.5,7,7.1,..
Income share held by second 20%,SI.DST.02ND.20,Comoros,COM,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,"Congo, Dem. Rep.",COD,9.6,..,..,..
Income share held by second 20%,SI.DST.02ND.20,"Congo, Rep.",COG,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Costa Rica,CRI,8.1,8.2,8.6,8.7
Income share held by second 20%,SI.DST.02ND.20,Cote d'Ivoire,CIV,..,11.6,..,..
Income share held by second 20%,SI.DST.02ND.20,Croatia,HRV,13.4,13.6,..,..
Income share held by second 20%,SI.DST.02ND.20,Cuba,CUB,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Curacao,CUW,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Cyprus,CYP,12.8,12.8,..,..
Income share held by second 20%,SI.DST.02ND.20,Czechia,CZE,14.4,14.4,..,..
Income share held by second 20%,SI.DST.02ND.20,Denmark,DNK,14,13.9,..,..
Income share held by second 20%,SI.DST.02ND.20,Djibouti,DJI,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Dominica,DMA,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Dominican Republic,DOM,10.7,11.1,11.3,..
Income share held by second 20%,SI.DST.02ND.20,Ecuador,ECU,8.9,9,9.1,9.3
Income share held by second 20%,SI.DST.02ND.20,"Egypt, Arab Rep.",EGY,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,El Salvador,SLV,..,10.9,11,..
Income share held by second 20%,SI.DST.02ND.20,Equatorial Guinea,GNQ,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Eritrea,ERI,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Estonia,EST,13,12.3,..,..
Income share held by second 20%,SI.DST.02ND.20,Eswatini,SWZ,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Ethiopia,ETH,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Faroe Islands,FRO,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Fiji,FJI,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Finland,FIN,14,13.9,..,..
Income share held by second 20%,SI.DST.02ND.20,France,FRA,13.2,13.1,..,..
Income share held by second 20%,SI.DST.02ND.20,French Polynesia,PYF,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Gabon,GAB,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,"Gambia, The",GMB,10.9,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Georgia,GEO,12,12.1,12.3,..
Income share held by second 20%,SI.DST.02ND.20,Germany,DEU,12.8,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Ghana,GHA,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Gibraltar,GIB,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Greece,GRC,12.5,12.5,..,..
Income share held by second 20%,SI.DST.02ND.20,Greenland,GRL,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Grenada,GRD,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Guam,GUM,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Guatemala,GTM,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Guinea,GIN,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Guinea-Bissau,GNB,..,11.9,..,..
Income share held by second 20%,SI.DST.02ND.20,Guyana,GUY,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Haiti,HTI,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Honduras,HND,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,"Hong Kong SAR, China",HKG,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Hungary,HUN,13.4,13.2,..,..
Income share held by second 20%,SI.DST.02ND.20,Iceland,ISL,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,India,IND,12,12.2,..,..
Income share held by second 20%,SI.DST.02ND.20,Indonesia,IDN,11.5,11.6,11.7,11.6
Income share held by second 20%,SI.DST.02ND.20,"Iran, Islamic Rep.",IRN,11.6,11.7,11.9,..
Income share held by second 20%,SI.DST.02ND.20,Iraq,IRQ,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Ireland,IRL,13.3,13.1,..,..
Income share held by second 20%,SI.DST.02ND.20,Isle of Man,IMN,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Israel,ISR,11.1,11,..,..
Income share held by second 20%,SI.DST.02ND.20,Italy,ITA,12.1,12.1,..,..
Income share held by second 20%,SI.DST.02ND.20,Jamaica,JAM,..,10.3,..,..
Income share held by second 20%,SI.DST.02ND.20,Japan,JPN,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Jordan,JOR,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Kazakhstan,KAZ,13.2,13.1,..,..
Income share held by second 20%,SI.DST.02ND.20,Kenya,KEN,11.4,11,..,..
Income share held by second 20%,SI.DST.02ND.20,Kiribati,KIR,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,"Korea, Dem. People's Rep.",PRK,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,"Korea, Rep.",KOR,12.5,12.4,..,..
Income share held by second 20%,SI.DST.02ND.20,Kosovo,XKX,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Kuwait,KWT,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Kyrgyz Republic,KGZ,13.1,13.3,13.8,..
Income share held by second 20%,SI.DST.02ND.20,Lao PDR,LAO,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Latvia,LVA,11.7,12.1,..,..
Income share held by second 20%,SI.DST.02ND.20,Lebanon,LBN,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Lesotho,LSO,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Liberia,LBR,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Libya,LBY,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Liechtenstein,LIE,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Lithuania,LTU,11.9,11.7,..,..
Income share held by second 20%,SI.DST.02ND.20,Luxembourg,LUX,12.3,12.3,..,..
Income share held by second 20%,SI.DST.02ND.20,"Macao SAR, China",MAC,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Madagascar,MDG,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Malawi,MWI,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Malaysia,MYS,..,10.2,..,..
Income share held by second 20%,SI.DST.02ND.20,Maldives,MDV,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Mali,MLI,..,11.5,..,..
Income share held by second 20%,SI.DST.02ND.20,Malta,MLT,13,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Marshall Islands,MHL,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Mauritania,MRT,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Mauritius,MUS,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Mexico,MEX,9.5,..,9.8,..
Income share held by second 20%,SI.DST.02ND.20,"Micronesia, Fed. Sts.",FSM,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Moldova,MDA,..,14.2,..,..
Income share held by second 20%,SI.DST.02ND.20,Monaco,MCO,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Mongolia,MNG,..,..,12.6,..
Income share held by second 20%,SI.DST.02ND.20,Montenegro,MNE,11.8,12.1,..,..
Income share held by second 20%,SI.DST.02ND.20,Morocco,MAR,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Mozambique,MOZ,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Myanmar,MMR,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Namibia,NAM,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Nauru,NRU,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Nepal,NPL,..,..,13.1,..
Income share held by second 20%,SI.DST.02ND.20,Netherlands,NLD,14.6,14.6,..,..
Income share held by second 20%,SI.DST.02ND.20,New Caledonia,NCL,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,New Zealand,NZL,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Nicaragua,NIC,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Niger,NER,..,12.4,..,..
Income share held by second 20%,SI.DST.02ND.20,Nigeria,NGA,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,North Macedonia,MKD,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Northern Mariana Islands,MNP,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Norway,NOR,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Oman,OMN,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Pakistan,PAK,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Palau,PLW,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Panama,PAN,..,7.9,..,8.4
Income share held by second 20%,SI.DST.02ND.20,Papua New Guinea,PNG,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Paraguay,PRY,9.6,9.7,9.5,..
Income share held by second 20%,SI.DST.02ND.20,Peru,PER,9.6,10.6,10.5,..
Income share held by second 20%,SI.DST.02ND.20,Philippines,PHL,..,10.4,..,..
Income share held by second 20%,SI.DST.02ND.20,Poland,POL,13.8,13.8,..,..
Income share held by second 20%,SI.DST.02ND.20,Portugal,PRT,12.4,12.2,..,..
Income share held by second 20%,SI.DST.02ND.20,Puerto Rico,PRI,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Qatar,QAT,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Romania,ROU,12.3,12.4,..,..
Income share held by second 20%,SI.DST.02ND.20,Russian Federation,RUS,12.1,11.8,..,..
Income share held by second 20%,SI.DST.02ND.20,Rwanda,RWA,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Samoa,WSM,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,San Marino,SMR,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Sao Tome and Principe,STP,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Saudi Arabia,SAU,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Senegal,SEN,..,11.5,..,..
Income share held by second 20%,SI.DST.02ND.20,Serbia,SRB,12.4,12.9,..,..
Income share held by second 20%,SI.DST.02ND.20,Seychelles,SYC,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Sierra Leone,SLE,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Singapore,SGP,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Sint Maarten (Dutch part),SXM,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Slovak Republic,SVK,15,15.2,..,..
Income share held by second 20%,SI.DST.02ND.20,Slovenia,SVN,14.8,14.7,..,..
Income share held by second 20%,SI.DST.02ND.20,Solomon Islands,SLB,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Somalia,SOM,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,South Africa,ZAF,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,South Sudan,SSD,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Spain,ESP,12.1,12.3,..,..
Income share held by second 20%,SI.DST.02ND.20,Sri Lanka,LKA,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,St. Kitts and Nevis,KNA,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,St. Lucia,LCA,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,St. Martin (French part),MAF,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,St. Vincent and the Grenadines,VCT,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Sudan,SDN,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Suriname,SUR,..,..,11.1,..
Income share held by second 20%,SI.DST.02ND.20,Sweden,SWE,13.8,13.7,..,..
Income share held by second 20%,SI.DST.02ND.20,Switzerland,CHE,12.2,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Syrian Arab Republic,SYR,..,..,14,..
Income share held by second 20%,SI.DST.02ND.20,Tajikistan,TJK,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Tanzania,TZA,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Thailand,THA,11.5,11.5,..,..
Income share held by second 20%,SI.DST.02ND.20,Timor-Leste,TLS,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Togo,TGO,..,11,..,..
Income share held by second 20%,SI.DST.02ND.20,Tonga,TON,..,13.8,..,..
Income share held by second 20%,SI.DST.02ND.20,Trinidad and Tobago,TTO,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Tunisia,TUN,..,12.3,..,..
Income share held by second 20%,SI.DST.02ND.20,Turkiye,TUR,9.8,9.5,..,..
Income share held by second 20%,SI.DST.02ND.20,Turkmenistan,TKM,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Turks and Caicos Islands,TCA,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Tuvalu,TUV,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Uganda,UGA,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Ukraine,UKR,14.3,..,..,..
Income share held by second 20%,SI.DST.02ND.20,United Arab Emirates,ARE,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,United Kingdom,GBR,12.4,12.5,..,..
Income share held by second 20%,SI.DST.02ND.20,United States,USA,10.7,10.7,10.4,..
Income share held by second 20%,SI.DST.02ND.20,Uruguay,URY,10.3,10.2,10.3,..
Income share held by second 20%,SI.DST.02ND.20,Uzbekistan,UZB,..,..,13.2,..
Income share held by second 20%,SI.DST.02ND.20,Vanuatu,VUT,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,"Venezuela, RB",VEN,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Viet Nam,VNM,11.5,..,11.8,..
Income share held by second 20%,SI.DST.02ND.20,Virgin Islands (U.S.),VIR,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,West Bank and Gaza,PSE,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,"Yemen, Rep.",YEM,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Zambia,ZMB,..,..,7.3,..
Income share held by second 20%,SI.DST.02ND.20,Zimbabwe,ZWE,..,..,..,..
